Date,Adj Close,%Change,Returns on 10000
27-03-2023,143.059,-0.88%,25158.25
28-03-2023,141.946,-0.78%,24962.59
29-03-2023,144.356,1.70%,25386.37
31-03-2023,146.605,1.56%,25781.95
03-04-2023,148.134,1.04%,26050.86
05-04-2023,149.264,0.76%,26249.62
06-04-2023,150.197,0.62%,26413.55
10-04-2023,150.063,-0.09%,26390.02
11-04-2023,150.725,0.44%,26506.46
12-04-2023,151.296,0.38%,26606.96
13-04-2023,152.225,0.61%,26770.2
17-04-2023,152.577,0.23%,26832.19
18-04-2023,152.03,-0.36%,26736.01
19-04-2023,152.025,0.00%,26735.13
20-04-2023,152.363,0.22%,26794.57
21-04-2023,152.021,-0.22%,26734.32
24-04-2023,153.203,0.78%,26942.26
25-04-2023,153.338,0.09%,26966.05
26-04-2023,153.658,0.21%,27022.34
27-04-2023,155.265,1.05%,27304.79
28-04-2023,157.009,1.12%,27611.63
02-05-2023,157.92,0.58%,27771.8
03-05-2023,158.117,0.12%,27806.36
04-05-2023,159.495,0.87%,28048.73
05-05-2023,157.792,-1.07%,27749.22
08-05-2023,158.938,0.73%,27950.78
09-05-2023,158.404,-0.34%,27856.96
10-05-2023,159.367,0.61%,28026.24
11-05-2023,160.167,0.50%,28166.84
12-05-2023,159.447,-0.45%,28040.29
15-05-2023,160.817,0.86%,28281.17
16-05-2023,160.156,-0.41%,28164.96
17-05-2023,160.243,0.05%,28180.34
18-05-2023,160.233,-0.01%,28178.5
19-05-2023,160.154,-0.05%,28164.64
22-05-2023,160.24,0.05%,28179.68
23-05-2023,160.396,0.10%,28207.16
24-05-2023,159.713,-0.43%,28087.05
25-05-2023,159.904,0.12%,28120.68
26-05-2023,160.76,0.54%,28271.19
29-05-2023,161.317,0.35%,28369.15
30-05-2023,161.774,0.28%,28449.57
31-05-2023,162.393,0.38%,28558.34
01-06-2023,163.146,0.46%,28690.74
02-06-2023,164.263,0.68%,28887.18
05-06-2023,164.849,0.36%,28990.27
06-06-2023,165.725,0.53%,29144.34
07-06-2023,166.903,0.71%,29351.5
08-06-2023,166.268,-0.38%,29239.76
09-06-2023,166.891,0.38%,29349.44
12-06-2023,167.952,0.64%,29535.91
13-06-2023,169.259,0.78%,29765.82
14-06-2023,169.489,0.14%,29806.24
15-06-2023,169.594,0.06%,29824.81
16-06-2023,170.279,0.40%,29945.15
19-06-2023,170.539,0.15%,29991.01
20-06-2023,171.151,0.36%,30098.52
21-06-2023,171.336,0.11%,30131.14
22-06-2023,170.235,-0.64%,29937.43
23-06-2023,168.986,-0.73%,29717.78
26-06-2023,169.892,0.54%,29877.13
27-06-2023,170.738,0.50%,30025.94
28-06-2023,170.75,0.01%,30028.03
30-06-2023,171.134,0.22%,30095.56
03-07-2023,172.962,1.07%,30417.02
04-07-2023,172.87,-0.05%,30400.91
05-07-2023,173.421,0.32%,30497.84
06-07-2023,174.75,0.77%,30731.45
07-07-2023,174.005,-0.43%,30600.53
10-07-2023,173.981,-0.01%,30596.27
11-07-2023,175.304,0.76%,30828.97
12-07-2023,175.733,0.24%,30904.36
13-07-2023,173.812,-1.09%,30566.53
14-07-2023,176.534,1.57%,31045.17
17-07-2023,178.463,1.09%,31384.42
18-07-2023,178.353,-0.06%,31365.04
19-07-2023,180.06,0.96%,31665.34
20-07-2023,180.902,0.47%,31813.38
21-07-2023,180.374,-0.29%,31720.45
24-07-2023,180.121,-0.14%,31676.07
25-07-2023,181.275,0.64%,31878.97
26-07-2023,182.145,0.48%,32031.95
27-07-2023,181.584,-0.31%,31933.31
28-07-2023,182.484,0.50%,32091.66
31-07-2023,185.51,1.66%,32623.79
01-08-2023,185.894,0.21%,32691.2
02-08-2023,182.707,-1.71%,32130.84
03-08-2023,183.733,0.56%,32311.18
04-08-2023,184.934,0.65%,32522.52
07-08-2023,185.925,0.54%,32696.67
08-08-2023,185.61,-0.17%,32641.4
09-08-2023,186.654,0.56%,32824.89
10-08-2023,186.855,0.11%,32860.36
11-08-2023,187.372,0.28%,32951.12
14-08-2023,186.298,-0.57%,32762.32
16-08-2023,186.487,0.10%,32795.61
17-08-2023,186.687,0.11%,32830.78
18-08-2023,186.721,0.02%,32836.67
